255.855, 130.370, 8.345, 10.121 False
255.577, 130.359, 8.345, 10.154 False
255.299, 130.349, 8.345, 10.187 False
255.021, 130.339, 8.344, 10.220 False
254.743, 130.329, 8.344, 10.253 False
254.465, 130.319, 8.344, 10.286 False
254.187, 130.308, 8.344, 10.319 False
253.909, 130.298, 8.343, 10.352 False
253.631, 130.287, 8.343, 10.385 False
253.353, 130.277, 8.343, 10.418 False
253.076, 130.267, 8.343, 10.451 False
252.798, 130.256, 8.342, 10.484 False
252.520, 130.246, 8.342, 10.517 False
252.242, 130.235, 8.342, 10.550 False
251.964, 130.225, 8.342, 10.583 False
251.686, 130.215, 8.341, 10.616 False
251.408, 130.204, 8.341, 10.649 False
251.130, 130.194, 8.341, 10.682 False
250.853, 130.183, 8.341, 10.715 False
250.575, 130.173, 8.341, 10.748 False
250.297, 130.162, 8.340, 10.781 False
250.019, 130.152, 8.340, 10.814 False
249.741, 130.141, 8.340, 10.847 False
249.464, 130.131, 8.340, 10.880 False
249.186, 130.120, 8.340, 10.913 False
248.908, 130.110, 8.339, 10.946 False
248.630, 130.099, 8.339, 10.979 False
248.352, 130.089, 8.339, 11.012 False
248.075, 130.078, 8.339, 11.045 False
247.797, 130.068, 8.339, 11.078 False
247.519, 130.058, 8.339, 11.111 False
247.241, 130.047, 8.339, 11.144 False
246.964, 130.037, 8.338, 11.177 False
246.686, 130.026, 8.338, 11.210 False
246.408, 130.016, 8.338, 11.243 False
246.130, 130.006, 8.338, 11.276 False
245.853, 129.995, 8.338, 11.309 False
245.575, 129.985, 8.338, 11.342 False
245.297, 129.975, 8.338, 11.375 False
245.019, 129.964, 8.338, 11.408 False
244.742, 129.954, 8.337, 11.441 False
244.464, 129.944, 8.337, 11.474 False
244.186, 129.934, 8.337, 11.507 False
243.909, 129.924, 8.337, 11.540 False
243.631, 129.913, 8.337, 11.573 False
243.353, 129.903, 8.337, 11.606 False
243.075, 129.893, 8.337, 11.639 False
242.798, 129.883, 8.337, 11.672 False
242.520, 129.873, 8.337, 11.705 False
242.242, 129.863, 8.337, 11.738 False
241.965, 129.853, 8.336, 11.771 False
241.687, 129.843, 8.336, 11.804 False
241.409, 129.833, 8.336, 11.837 False
241.132, 129.823, 8.336, 11.870 False
240.854, 129.813, 8.336, 11.903 False
240.576, 129.804, 8.336, 11.936 False
240.298, 129.794, 8.336, 11.969 False
240.021, 129.784, 8.336, 12.002 False
239.743, 129.774, 8.336, 12.035 False
239.465, 129.765, 8.336, 12.068 False
239.188, 129.755, 8.336, 12.101 False
